Date,Open,High,Low,Close,Adj Close,Volume
1993-03-25,44.906250,45.250000,44.843750,45.156250,26.159712,110100
1993-03-26,45.125000,45.156250,44.875000,44.906250,26.014891,101500
1993-03-29,44.937500,45.312500,44.937500,45.093750,26.123501,87100
1993-03-30,45.156250,45.218750,45.093750,45.218750,26.195925,56000
1993-03-31,45.343750,45.468750,45.187500,45.187500,26.177822,111600
1993-04-01,45.250000,45.250000,44.937500,45.031250,26.087297,129500
1993-04-02,44.656250,44.656250,44.093750,44.093750,25.544191,59400
1993-04-05,44.437500,44.437500,44.187500,44.312500,25.670921,172200
1993-04-06,44.406250,44.406250,44.062500,44.187500,25.598509,129700
1993-04-07,44.250000,44.343750,44.156250,44.343750,25.689013,28000
1993-04-08,44.531250,44.531250,44.093750,44.281250,25.652817,180800
1993-04-12,44.718750,44.937500,44.656250,44.906250,26.014891,348500
1993-04-13,44.875000,45.156250,44.843750,45.000000,26.069212,146100
1993-04-14,45.031250,45.062500,44.906250,44.937500,26.032984,119600
1993-04-15,44.906250,45.031250,44.750000,44.937500,26.032984,148600
1993-04-16,44.968750,45.031250,44.875000,44.937500,26.032984,47900
1993-04-19,44.937500,45.062500,44.718750,44.750000,25.924370,157000
1993-04-20,44.687500,44.750000,44.250000,44.531250,25.797644,279500
1993-04-21,44.625000,44.625000,44.375000,44.500000,25.779549,67900
1993-04-22,44.312500,44.687500,43.937500,43.937500,25.453676,97700
1993-04-23,43.843750,43.968750,43.687500,43.750000,25.345041,106000
1993-04-26,43.781250,43.937500,43.281250,43.406250,25.145922,62600
1993-04-27,43.343750,43.875000,43.343750,43.875000,25.417463,156800
1993-04-28,43.812500,43.906250,43.718750,43.781250,25.363159,85900
1993-04-29,43.875000,43.968750,43.625000,43.968750,25.471788,85000
1993-04-30,44.125000,44.281250,44.031250,44.031250,25.507982,88500
1993-05-03,44.093750,44.312500,43.906250,44.312500,25.670921,80500
1993-05-04,44.406250,44.625000,44.343750,44.468750,25.761438,149100
1993-05-05,44.468750,44.750000,44.468750,44.593750,25.833851,109000
1993-05-06,44.531250,44.562500,44.406250,44.437500,25.743324,54700
1993-05-07,44.468750,44.468750,44.281250,44.343750,25.689013,68000
1993-05-10,44.406250,44.687500,44.406250,44.437500,25.743324,113900
1993-05-11,44.437500,44.625000,44.312500,44.625000,25.851961,42600
1993-05-12,44.437500,44.593750,44.437500,44.562500,25.815758,31000
1993-05-13,44.375000,44.375000,44.000000,44.031250,25.507982,129100
1993-05-14,44.031250,44.156250,43.968750,44.000000,25.489885,63500
1993-05-17,44.125000,44.156250,43.937500,44.156250,25.580410,34000
1993-05-18,44.187500,44.218750,43.968750,44.125000,25.562300,105200
1993-05-19,44.125000,45.031250,43.843750,45.031250,26.087297,50200
1993-05-20,45.031250,45.156250,44.937500,45.156250,26.159712,98200
1993-05-21,45.187500,45.250000,44.718750,44.750000,25.924370,221400
1993-05-24,44.843750,45.093750,44.843750,44.937500,26.032984,30500
1993-05-25,45.125000,45.125000,45.031250,45.031250,26.087297,191800
1993-05-26,45.156250,45.625000,45.125000,45.593750,26.413168,102400
1993-05-27,45.656250,45.656250,45.375000,45.437500,26.322641,53800
1993-05-28,45.406250,45.406250,45.000000,45.218750,26.195925,79100
1993-06-01,45.375000,45.812500,45.312500,45.656250,26.449368,28300
1993-06-02,45.531250,45.750000,45.343750,45.593750,26.413168,20300
1993-06-03,45.500000,45.500000,45.343750,45.437500,26.322641,21600
1993-06-04,45.312500,45.312500,45.093750,45.281250,26.232147,32000
1993-06-07,45.375000,45.375000,45.125000,45.125000,26.141613,121400
1993-06-08,45.000000,45.000000,44.718750,44.718750,25.906263,104500
1993-06-09,44.875000,45.062500,44.812500,44.875000,25.996788,43300
1993-06-10,44.843750,44.937500,44.750000,44.906250,26.014891,17900
1993-06-11,45.062500,45.156250,44.906250,45.093750,26.123501,647400
1993-06-14,45.156250,45.187500,45.031250,45.031250,26.087297,64200
1993-06-15,45.093750,45.125000,44.937500,44.937500,26.032984,142400
1993-06-16,44.937500,45.031250,44.812500,45.031250,26.087297,330900
1993-06-17,45.125000,45.187500,45.031250,45.187500,26.177822,37400
1993-06-18,44.843750,44.843750,44.500000,44.500000,25.962252,58500
1993-06-21,44.625000,44.625000,44.531250,44.593750,26.016941,29300
1993-06-22,44.656250,44.656250,44.562500,44.625000,26.035183,137500
1993-06-23,44.625000,44.625000,44.218750,44.218750,25.798161,227600
1993-06-24,44.343750,44.812500,44.343750,44.812500,26.144573,243700
1993-06-25,44.781250,44.906250,44.750000,44.781250,26.126328,44800
1993-06-28,45.000000,45.281250,44.937500,45.281250,26.418060,439900
1993-06-29,45.218750,45.218750,45.000000,45.062500,26.290411,207500
1993-06-30,45.125000,45.218750,45.000000,45.062500,26.290411,437600
1993-07-01,45.125000,45.125000,44.875000,44.937500,26.217489,605700
1993-07-02,44.781250,44.812500,44.531250,44.687500,26.071644,285400
1993-07-06,44.625000,44.750000,44.156250,44.218750,25.798161,246400
1993-07-07,44.187500,44.406250,44.187500,44.343750,25.871078,343700
1993-07-08,44.375000,44.937500,44.312500,44.843750,26.162794,248200
1993-07-09,44.843750,44.968750,44.750000,44.968750,26.235737,378200
1993-07-12,44.906250,44.968750,44.843750,44.937500,26.217489,373700
1993-07-13,44.968750,45.093750,44.656250,44.906250,26.199263,389600
1993-07-14,44.937500,45.187500,44.906250,45.062500,26.290411,617300
1993-07-15,45.031250,45.031250,44.781250,44.875000,26.181034,443800
1993-07-16,44.906250,44.937500,44.687500,44.750000,26.108101,216400
1993-07-19,44.750000,44.750000,44.593750,44.718750,26.089867,188200
1993-07-20,44.687500,44.843750,44.468750,44.843750,26.162794,68500
1993-07-21,44.781250,44.812500,44.656250,44.812500,26.144573,142700
1993-07-22,44.750000,44.812500,44.500000,44.500000,25.962252,632400
1993-07-23,44.593750,44.718750,44.562500,44.718750,26.089867,286200
1993-07-26,44.843750,45.062500,44.843750,44.968750,26.235737,121300
1993-07-27,45.000000,45.031250,44.781250,44.937500,26.217489,92800
1993-07-28,44.843750,44.937500,44.781250,44.843750,26.162794,30800
1993-07-29,44.937500,45.218750,44.875000,45.093750,26.308645,331000
1993-07-30,45.093750,45.093750,44.781250,44.843750,26.162794,75300
1993-08-02,44.906250,45.125000,44.906250,44.968750,26.235737,41300
1993-08-03,45.062500,45.187500,44.843750,45.000000,26.253965,81600
1993-08-04,45.000000,45.093750,44.875000,45.000000,26.253965,434000
1993-08-05,45.000000,45.000000,44.843750,44.906250,26.199263,36800
1993-08-06,45.031250,45.062500,44.906250,44.968750,26.235737,402300
1993-08-09,45.093750,45.343750,45.000000,45.218750,26.381580,828200
1993-08-10,45.187500,45.218750,45.125000,45.187500,26.363350,604900
1993-08-11,45.156250,45.312500,45.156250,45.187500,26.363350,542200
1993-08-12,45.312500,45.312500,44.906250,45.062500,26.290411,303700
1993-08-13,45.093750,45.156250,45.093750,45.125000,26.326885,103500
1993-08-16,45.156250,45.500000,45.156250,45.375000,26.472740,241800
1993-08-17,45.343750,45.531250,45.343750,45.531250,26.563900,369300
1993-08-18,45.687500,45.875000,45.656250,45.781250,26.709764,414300
1993-08-19,45.812500,45.812500,45.718750,45.781250,26.709764,28500
1993-08-20,45.687500,45.812500,45.656250,45.812500,26.727978,80700
1993-08-23,45.625000,45.750000,45.625000,45.718750,26.673300,15600
1993-08-24,45.718750,46.218750,45.718750,46.218750,26.964991,273400
1993-08-25,46.218750,46.437500,46.156250,46.250000,26.983238,242300
1993-08-26,46.281250,46.531250,46.093750,46.281250,27.001463,120000
1993-08-27,46.156250,46.250000,46.156250,46.250000,26.983238,25700
1993-08-30,46.281250,46.500000,46.281250,46.437500,27.092613,183500
1993-08-31,46.406250,46.562500,46.343750,46.562500,27.165552,66500
1993-09-01,46.406250,46.593750,46.406250,46.500000,27.129084,136500
1993-09-02,46.531250,46.593750,46.312500,46.343750,27.037922,472400
1993-09-03,46.312500,46.437500,46.250000,46.375000,27.056154,630500
1993-09-07,46.375000,46.437500,46.000000,46.062500,26.873840,196400
1993-09-08,46.062500,46.062500,45.593750,45.906250,26.782684,269900
1993-09-09,45.718750,46.031250,45.718750,46.000000,26.837381,239200
1993-09-10,46.125000,46.437500,46.062500,46.406250,27.074385,106500
1993-09-13,46.562500,46.562500,46.437500,46.437500,27.092613,66900
1993-09-14,46.312500,46.312500,46.093750,46.250000,26.983238,184500
1993-09-15,46.062500,46.406250,45.906250,46.375000,27.056154,101000
1993-09-16,46.312500,46.343750,46.156250,46.187500,26.946772,54300
1993-09-17,45.875000,45.906250,45.750000,45.812500,26.894531,200900
1993-09-20,45.875000,45.968750,45.437500,45.437500,26.674374,57800
1993-09-21,45.500000,45.562500,44.812500,45.281250,26.582651,318200
1993-09-22,45.437500,45.718750,45.375000,45.656250,26.802794,439700
1993-09-23,45.781250,45.937500,45.718750,45.906250,26.949564,88500
1993-09-24,45.843750,45.875000,45.718750,45.781250,26.876183,53500
1993-09-27,46.125000,46.281250,46.125000,46.281250,27.169704,274600
1993-09-28,46.312500,46.312500,46.156250,46.187500,27.114664,158300
1993-09-29,46.187500,46.312500,45.968750,46.031250,27.022938,221000
1993-09-30,46.031250,46.125000,45.843750,45.937500,26.967913,99300
1993-10-01,45.875000,46.218750,45.812500,46.156250,27.096319,22700
1993-10-04,46.218750,46.218750,46.093750,46.218750,27.133005,1038500
1993-10-05,46.312500,46.312500,46.000000,46.156250,27.096319,436500
1993-10-06,46.187500,46.375000,46.125000,46.125000,27.077988,209200
1993-10-07,46.187500,46.187500,45.968750,46.000000,27.004595,59400
1993-10-08,46.125000,46.156250,45.718750,46.062500,27.041290,54400
1993-10-11,46.156250,46.250000,46.156250,46.156250,27.096319,467100
1993-10-12,46.218750,46.250000,46.187500,46.218750,27.133005,26200
1993-10-13,46.250000,46.250000,46.156250,46.218750,27.133005,139100
1993-10-14,46.406250,46.812500,46.281250,46.812500,27.481583,108100
1993-10-15,47.031250,47.156250,46.906250,47.062500,27.628326,1502500
1993-10-18,47.031250,47.031250,46.875000,46.937500,27.554956,722400
1993-10-19,46.875000,46.968750,46.593750,46.593750,27.353159,880100
1993-10-20,46.750000,46.750000,46.562500,46.656250,27.389847,230400
1993-10-21,46.687500,46.687500,46.531250,46.593750,27.353159,56200
1993-10-22,46.656250,46.843750,46.375000,46.375000,27.224747,390700
1993-10-25,46.406250,46.562500,46.281250,46.500000,27.298113,114500
1993-10-26,46.468750,46.500000,46.312500,46.468750,27.279781,186200
1993-10-27,46.406250,46.531250,46.406250,46.500000,27.298113,118400
1993-10-28,46.562500,46.968750,46.562500,46.843750,27.499935,129600
1993-10-29,46.812500,46.875000,46.781250,46.843750,27.499935,80700
1993-11-01,46.781250,47.000000,46.781250,46.968750,27.573301,36400
1993-11-02,46.906250,47.000000,46.656250,46.937500,27.554956,262100
1993-11-03,46.906250,46.906250,46.125000,46.343750,27.206402,479100
1993-11-04,46.343750,46.343750,45.812500,45.843750,26.912868,130400
1993-11-05,45.718750,46.062500,45.531250,46.062500,27.041290,363200
1993-11-08,46.093750,46.250000,45.968750,46.125000,27.077988,367600
1993-11-09,46.437500,46.468750,46.125000,46.156250,27.096319,246900
1993-11-10,46.156250,46.500000,46.031250,46.500000,27.298113,46500
1993-11-11,46.500000,46.625000,46.343750,46.375000,27.224747,88900
1993-11-12,46.468750,46.750000,46.437500,46.593750,27.353159,108200
1993-11-15,46.687500,46.687500,46.437500,46.562500,27.334814,243300
1993-11-16,46.656250,46.812500,46.468750,46.781250,27.463236,492600
1993-11-17,46.812500,46.812500,46.406250,46.531250,27.316462,39600
1993-11-18,46.468750,46.562500,46.281250,46.406250,27.243088,240800
1993-11-19,46.250000,46.375000,46.218750,46.312500,27.188053,106000
1993-11-22,46.187500,46.218750,45.875000,46.031250,27.022938,165300
1993-11-23,46.281250,46.312500,46.031250,46.281250,27.169704,89700
1993-11-24,46.406250,46.500000,46.343750,46.468750,27.279781,77200
1993-11-26,46.593750,46.593750,46.468750,46.500000,27.298113,1019800
1993-11-29,46.625000,46.718750,46.312500,46.312500,27.188053,517500
1993-11-30,46.281250,46.562500,46.250000,46.343750,27.206402,230000
1993-12-01,46.593750,46.625000,46.406250,46.406250,27.243088,379200
1993-12-02,46.500000,46.562500,46.406250,46.531250,27.316462,352000
1993-12-03,46.500000,46.718750,46.500000,46.718750,27.426537,306000
1993-12-06,46.781250,46.937500,46.781250,46.875000,27.518282,99500
1993-12-07,46.875000,46.906250,46.781250,46.843750,27.499935,88800
1993-12-08,46.843750,46.843750,46.781250,46.843750,27.499935,146700
1993-12-09,46.843750,46.906250,46.625000,46.687500,27.408182,416500
1993-12-10,46.718750,46.718750,46.500000,46.593750,27.353159,412900
1993-12-13,46.593750,46.875000,46.531250,46.875000,27.518282,273200
1993-12-14,46.906250,46.906250,46.531250,46.531250,27.316462,41900
1993-12-15,46.593750,46.625000,46.468750,46.468750,27.279781,82600
1993-12-16,46.656250,46.656250,46.562500,46.625000,27.371502,78200
1993-12-17,46.406250,46.593750,46.375000,46.562500,27.521931,104700
1993-12-20,46.531250,46.656250,46.500000,46.625000,27.558876,68800
1993-12-21,46.562500,46.562500,46.406250,46.468750,27.466526,205700
1993-12-22,46.593750,46.812500,46.500000,46.781250,27.651239,410300
1993-12-23,46.750000,46.843750,46.687500,46.750000,27.632765,533800
1993-12-27,46.750000,47.000000,46.750000,47.000000,27.780533,447100
1993-12-28,46.968750,47.125000,46.937500,47.093750,27.835941,880600
1993-12-29,47.125000,47.156250,47.000000,47.031250,27.798990,266700
1993-12-30,47.000000,47.000000,46.750000,46.843750,27.688185,219900
1993-12-31,46.937500,47.000000,46.562500,46.593750,27.540409,312900
1994-01-03,46.593750,46.656250,46.406250,46.468750,27.466526,960900
1994-01-04,46.531250,46.656250,46.468750,46.656250,27.577339,164300
1994-01-05,46.718750,46.781250,46.531250,46.750000,27.632765,710900
1994-01-06,46.812500,46.843750,46.687500,46.750000,27.632765,201000
1994-01-07,46.843750,47.062500,46.718750,47.031250,27.798990,775500
1994-01-10,47.093750,47.593750,46.968750,47.593750,28.131468,593700
1994-01-11,47.562500,47.562500,47.343750,47.500000,28.076067,295200
1994-01-12,47.531250,47.531250,47.187500,47.343750,27.983696,158400
1994-01-13,47.218750,47.312500,47.156250,47.218750,27.909828,244300
1994-01-14,47.375000,47.500000,47.375000,47.406250,28.020662,137200
1994-01-17,47.406250,47.468750,47.312500,47.406250,28.020662,17700
1994-01-18,47.468750,47.531250,47.375000,47.468750,28.057608,166400
1994-01-19,47.406250,47.468750,47.250000,47.343750,27.983696,200800
1994-01-20,47.406250,47.500000,47.375000,47.468750,28.057608,281100
1994-01-21,47.531250,47.531250,47.343750,47.375000,28.002184,85600
1994-01-24,47.343750,47.562500,47.187500,47.187500,27.891357,373800
1994-01-25,47.218750,47.250000,47.093750,47.187500,27.891357,310400
1994-01-26,47.187500,47.343750,47.125000,47.312500,27.965242,145100
1994-01-27,47.406250,47.812500,47.343750,47.750000,28.223837,344500
1994-01-28,47.937500,48.031250,47.875000,47.875000,28.297703,356500
1994-01-31,48.062500,48.312500,48.000000,48.218750,28.500904,313800
1994-02-01,48.156250,48.156250,47.906250,47.968750,28.353132,303600
1994-02-02,48.125000,48.281250,48.093750,48.281250,28.537842,307600
1994-02-03,48.187500,48.187500,47.906250,48.062500,28.408548,466100
1994-02-04,48.062500,48.125000,46.968750,46.968750,27.762054,1403200
1994-02-07,46.843750,47.312500,46.843750,47.187500,27.891357,516400
1994-02-08,47.281250,47.281250,47.031250,47.218750,27.909828,188200
1994-02-09,47.250000,47.437500,47.187500,47.406250,28.020662,144600
1994-02-10,47.375000,47.406250,47.000000,47.000000,27.780533,883900
1994-02-11,47.031250,47.281250,46.812500,47.156250,27.872881,519400
1994-02-14,47.062500,47.375000,47.000000,47.218750,27.909828,2742100
1994-02-15,47.312500,47.500000,47.250000,47.468750,28.057608,374700
1994-02-16,47.531250,47.531250,47.343750,47.437500,28.039127,287600
1994-02-17,47.656250,47.687500,47.031250,47.156250,27.872881,342400
1994-02-18,47.187500,47.218750,46.750000,46.875000,27.706661,313300
1994-02-22,47.000000,47.343750,47.000000,47.343750,27.983696,154500
1994-02-23,47.406250,47.437500,47.062500,47.218750,27.909828,391700
1994-02-24,47.062500,47.062500,46.562500,46.593750,27.540409,770800
1994-02-25,46.656250,46.812500,46.562500,46.812500,27.669704,531300
1994-02-28,46.937500,47.062500,46.812500,46.812500,27.669704,333000
1994-03-01,46.812500,46.906250,46.375000,46.625000,27.558876,423600
1994-03-02,46.031250,46.687500,45.906250,46.687500,27.595808,581500
1994-03-03,46.625000,46.625000,46.437500,46.562500,27.521931,223200
1994-03-04,46.562500,46.812500,46.406250,46.687500,27.595808,595800
1994-03-07,46.843750,47.000000,46.843750,46.937500,27.743582,539800
1994-03-08,46.968750,46.968750,46.687500,46.750000,27.632765,880300
1994-03-09,46.812500,47.000000,46.593750,46.968750,27.762054,2500100
1994-03-10,46.937500,46.937500,46.437500,46.593750,27.540409,207400
1994-03-11,46.656250,46.906250,46.406250,46.843750,27.688185,576600
1994-03-14,47.031250,47.031250,46.843750,46.906250,27.725121,345900
1994-03-15,47.000000,47.093750,46.843750,46.875000,27.706661,748600
1994-03-16,46.937500,47.250000,46.781250,47.250000,27.928303,455500
1994-03-17,47.093750,47.312500,47.093750,47.250000,27.928303,133000
1994-03-18,46.750000,47.031250,46.718750,46.968750,27.922201,365500
1994-03-21,46.812500,46.937500,46.718750,46.843750,27.847904,324800
1994-03-22,46.843750,47.062500,46.750000,46.968750,27.922201,435700
1994-03-23,46.937500,47.062500,46.906250,46.937500,27.903631,698500
1994-03-24,46.750000,46.843750,46.156250,46.375000,27.569237,1200500
1994-03-25,46.406250,46.531250,45.937500,45.937500,27.309153,100900
1994-03-28,46.000000,46.062500,45.593750,46.000000,27.346298,1117200
1994-03-29,46.000000,46.031250,45.093750,45.093750,26.807539,338400
1994-03-30,45.125000,45.250000,44.468750,44.468750,26.435982,1123900
1994-03-31,44.468750,44.687500,43.531250,44.593750,26.510303,788800
1994-04-04,43.343750,44.031250,43.343750,43.906250,26.101601,2627300
1994-04-05,44.343750,44.812500,44.343750,44.812500,26.640350,1179000
1994-04-06,44.875000,44.906250,44.500000,44.812500,26.640350,516500
1994-04-07,44.781250,45.125000,44.531250,45.031250,26.770393,666100
1994-04-08,44.937500,44.937500,44.468750,44.687500,26.566032,242400
1994-04-11,44.812500,45.062500,44.703125,44.875000,26.677505,203300
1994-04-12,44.921875,45.000000,44.718750,44.812500,26.640350,1409200
1994-04-13,44.796875,44.906250,44.250000,44.578125,26.501003,364100
1994-04-14,44.500000,44.828125,44.406250,44.593750,26.510303,419900
1994-04-15,44.578125,44.781250,44.515625,44.593750,26.510303,387300
1994-04-18,44.640625,44.765625,44.156250,44.296875,26.333809,369100
1994-04-19,44.250000,44.531250,43.984375,44.359375,26.370974,472200
1994-04-20,44.406250,44.515625,44.078125,44.312500,26.343111,508000
1994-04-21,44.500000,44.968750,44.343750,44.906250,26.696081,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,26.668217,301800
1994-04-25,44.843750,45.359375,44.843750,45.328125,26.946878,394600
1994-04-26,45.265625,45.343750,45.187500,45.281250,26.919008,399000
1994-04-28,45.187500,45.250000,44.812500,44.953125,26.723948,287000
1994-04-29,44.875000,45.156250,44.812500,45.093750,26.807539,481900
1994-05-02,45.093750,45.718750,44.937500,45.375000,26.974754,275000
1994-05-03,45.390625,45.406250,45.062500,45.328125,26.946878,183400
1994-05-04,45.421875,45.421875,45.078125,45.250000,26.900425,401900
1994-05-05,45.296875,45.375000,45.187500,45.187500,26.863276,659800
1994-05-06,44.968750,44.968750,44.593750,44.750000,26.603188,216300
1994-05-09,44.625000,44.750000,44.281250,44.359375,26.370974,499300
1994-05-10,44.578125,44.843750,44.546875,44.703125,26.575331,583400
1994-05-11,44.656250,44.718750,44.171875,44.296875,26.333809,210600
1994-05-12,44.578125,44.625000,44.406250,44.515625,26.463850,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,26.463850,321300
1994-05-16,44.609375,44.750000,44.515625,44.531250,26.473148,450400
1994-05-17,44.562500,45.187500,44.500000,45.187500,26.863276,470200
1994-05-18,45.218750,45.687500,45.015625,45.515625,27.058342,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,27.188406,531000
1994-05-20,45.656250,45.687500,45.500000,45.562500,27.086208,370400
1994-05-23,45.515625,45.531250,45.343750,45.484375,27.039772,262700
1994-05-24,45.609375,45.843750,45.609375,45.671875,27.151226,549600
1994-05-25,45.500000,45.828125,45.343750,45.796875,27.225540,738200
1994-05-26,45.781250,45.937500,45.734375,45.828125,27.244123,369600
1994-05-27,45.750000,45.875000,45.671875,45.875000,27.271986,162000
1994-05-31,45.734375,45.906250,45.656250,45.812500,27.234844,160000
1994-06-01,45.703125,46.015625,45.562500,46.015625,27.355589,200500
1994-06-02,46.046875,46.046875,45.890625,45.968750,27.327726,55100
1994-06-03,46.000000,46.390625,45.859375,46.234375,27.485628,550400
1994-06-06,46.328125,46.468750,46.187500,46.218750,27.476336,99300
1994-06-07,46.140625,46.218750,46.031250,46.156250,27.439194,120600
1994-06-08,46.265625,46.265625,45.781250,45.781250,27.216267,131900
1994-06-09,45.984375,46.031250,45.890625,46.031250,27.364882,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,27.411308,83100
1994-06-13,46.046875,46.187500,46.031250,46.171875,27.448484,109700
1994-06-14,46.312500,46.546875,46.312500,46.531250,27.662109,161000
1994-06-15,46.546875,46.562500,46.312500,46.343750,27.550655,142800
1994-06-16,46.343750,46.468750,46.296875,46.437500,27.606384,44000
1994-06-17,46.156250,46.203125,45.812500,45.875000,27.452291,403800
1994-06-20,45.546875,45.625000,45.437500,45.484375,27.218538,137400
1994-06-21,45.453125,45.453125,44.906250,45.093750,26.984774,139200
1994-06-22,45.218750,45.421875,45.171875,45.265625,27.087639,279900
1994-06-23,45.343750,45.406250,44.937500,45.000000,26.928675,922500
1994-06-24,44.781250,44.781250,44.000000,44.062500,26.367661,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,26.825827,371200
1994-06-28,44.843750,44.843750,44.250000,44.609375,26.694923,5382300
1994-06-29,44.671875,45.015625,44.625000,44.750000,26.779072,311800
1994-06-30,44.828125,44.843750,44.312500,44.468750,26.610756,271900
1994-07-01,44.687500,44.687500,44.375000,44.562500,26.666882,406900
1994-07-05,44.656250,44.859375,44.515625,44.796875,26.807123,112000
1994-07-06,44.625000,44.812500,44.468750,44.734375,26.769732,174800
1994-07-07,44.734375,44.921875,44.687500,44.921875,26.881920,66700
1994-07-08,44.640625,44.984375,44.625000,44.906250,26.872587,148400
1994-07-11,44.937500,45.015625,44.531250,44.750000,26.779072,124000
1994-07-12,44.765625,44.828125,44.515625,44.812500,26.816479,257300
1994-07-13,44.828125,45.031250,44.828125,44.890625,26.863239,532700
1994-07-14,45.109375,45.468750,45.078125,45.375000,27.153097,494200
1994-07-15,45.343750,45.484375,45.328125,45.390625,27.162453,49100
1994-07-18,45.390625,45.578125,45.390625,45.468750,27.209185,72300
1994-07-19,45.546875,45.562500,45.375000,45.375000,27.153097,609500
1994-07-20,45.406250,45.406250,45.062500,45.171875,27.031525,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,27.087639,86300
1994-07-22,45.375000,45.406250,45.250000,45.343750,27.134375,151600
1994-07-25,45.359375,45.453125,45.312500,45.406250,27.171778,120900
1994-07-26,45.390625,45.421875,45.312500,45.359375,27.143734,489600
1994-07-27,45.359375,45.359375,45.171875,45.359375,27.143734,83200
1994-07-28,45.359375,45.578125,45.359375,45.453125,27.199842,828200
1994-07-29,45.765625,46.046875,45.750000,45.906250,27.470993,459100
1994-08-01,45.937500,46.156250,45.890625,46.125000,27.601908,486300
1994-08-02,46.281250,46.375000,46.031250,46.187500,27.639286,505500
1994-08-03,46.171875,46.234375,46.093750,46.203125,27.648638,144100
1994-08-04,46.171875,46.218750,45.921875,45.937500,27.489700,231700
1994-08-05,45.703125,45.843750,45.656250,45.781250,27.396208,138400
1994-08-08,45.828125,45.937500,45.781250,45.890625,27.461657,328600
1994-08-09,45.718750,45.968750,45.718750,45.968750,27.508404,105900
1994-08-10,46.000000,46.187500,45.937500,46.140625,27.611237,840300
1994-08-11,46.031250,46.234375,45.734375,45.968750,27.508404,876200
1994-08-12,46.046875,46.343750,46.046875,46.328125,27.723459,184100
1994-08-15,46.375000,46.484375,46.312500,46.312500,27.714115,325900
1994-08-16,46.343750,46.687500,46.156250,46.640625,27.910463,1089500
1994-08-17,46.703125,46.734375,46.578125,46.609375,27.891739,133700
1994-08-18,46.453125,46.562500,46.406250,46.453125,27.798262,620000
1994-08-19,46.468750,46.515625,46.312500,46.421875,27.779562,103200
1994-08-22,46.437500,46.437500,46.281250,46.375000,27.751503,79700
1994-08-23,46.578125,46.859375,46.515625,46.640625,27.910463,268600
1994-08-24,46.687500,47.140625,46.671875,47.140625,28.209667,254700
1994-08-25,47.093750,47.203125,46.890625,47.015625,28.134865,147400
